"","phylum","class","order","family","genus","species","specificEpithet","sex","sampleSizeValue","inTextReference","publicationYear","fullReference","body.mass","body.mass...units","body.mass...minimum","body.mass...maximum","body.mass...method","body.mass...comments","body.mass...metadata.comment","original.body.mass","original.body.mass...units","metabolic.rate","metabolic.rate...units","metabolic.rate...minimum","metabolic.rate...maximum","metabolic.rate...method","metabolic.rate...comments","metabolic.rate...metadata.comment","original.metabolic.rate","original.metabolic.rate...units","original.respiratoryQuotient","original.temperature","mass.specific.metabolic.rate","mass.specific.metabolic.rate...units","brain.size","brain.size...units","brain.size...minimum","brain.size...maximum","brain.size...method","brain.size...comments","brain.size...metadata.comment","original.brain.size","original.brain.size...units"
"3212","Arthropoda","Insecta","Lepidoptera","Saturniidae","Adeloneivaia","Adeloneivaia boisduvalii","boisduvalii","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000427,"kg",NA,NA,"","",NA,"0.427","g",0.00204213040888362,"W",NA,NA,"not specified","","measured at resting and active state",0.32,"(O2) cm3/h",NA,"23",4.78250681237381,"W/kg",NA,"",NA,NA,"","","",NA,""
"3213","Arthropoda","Insecta","Lepidoptera","Saturniidae","Adeloneivaia","Adeloneivaia boisduvalii","boisduvalii","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000694,"kg",NA,NA,"","",NA,"0.694","g",0.00134014808082987,"W",NA,NA,"not specified","","measured at resting and active state",0.21,"(O2) cm3/h",NA,"23",1.93104910782403,"W/kg",NA,"",NA,NA,"","","",NA,""
"3214","Arthropoda","Insecta","Lepidoptera","Saturniidae","Adeloneivaia","Adeloneivaia boisduvalii","boisduvalii","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.00102,"kg",NA,NA,"","",NA,"1.02","g",0.00165923095721794,"W",NA,NA,"not specified","","measured at resting and active state",0.26,"(O2) cm3/h",NA,"23",1.62669701688033,"W/kg",NA,"",NA,NA,"","","",NA,""
"3215","Arthropoda","Insecta","Lepidoptera","Saturniidae","Rhescyntis","Rhescyntis hippodamia","hippodamia","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001142,"kg",NA,NA,"","",NA,"1.142","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",NA,"",NA,NA,"","","",NA,""
"3216","Arthropoda","Insecta","Lepidoptera","Saturniidae","Titaea","Titaea tamerlan","tamerlan","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.00107,"kg",NA,NA,"","",NA,"1.07","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",NA,"",NA,NA,"","","",NA,""
"3217","Arthropoda","Insecta","Lepidoptera","Saturniidae","Rothschildea","Rothschildea orizaba","orizaba","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000891,"kg",NA,NA,"","",NA,"0.891","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",NA,"",NA,NA,"","","",NA,""
"3218","Arthropoda","Insecta","Lepidoptera","Saturniidae","Rothschildea","Rothschildea orizaba","orizaba","",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001132,"kg",NA,NA,"","",NA,"1.132","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",NA,"",NA,NA,"","","",NA,""
"3219","Arthropoda","Insecta","Lepidoptera","Saturniidae","Rothschildea","Rothschildea orizaba","orizaba","",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001199,"kg",NA,NA,"","",NA,"1.199","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",NA,"",NA,NA,"","","",NA,""
"3220","Arthropoda","Insecta","Lepidoptera","Cossidae","Neocossus","Neocossus sp.","sp.","",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001737,"kg",NA,NA,"","",NA,"1.737","g",0.00766437069084133,"W",NA,NA,"not specified","","measured at resting and active state",1.201,"(O2) cm3/h",NA,"23",4.41241835972443,"W/kg",NA,"",NA,NA,"","","",NA,""
"3221","Arthropoda","Insecta","Lepidoptera","Cossidae","Neocossus","Neocossus sp.","sp.","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001607,"kg",NA,NA,"","",NA,"1.607","g",0.00398215429732305,"W",NA,NA,"not specified","","measured at resting and active state",0.624,"(O2) cm3/h",NA,"23",2.47800516323774,"W/kg",NA,"",NA,NA,"","","",NA,""
"3222","Arthropoda","Insecta","Lepidoptera","Cossidae","Neocossus","Neocossus sp.","sp.","",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.003107,"kg",NA,NA,"","",NA,"3.107","g",0.00467137331032128,"W",NA,NA,"not specified","","measured at resting and active state",0.732,"(O2) cm3/h",NA,"23",1.50349961709729,"W/kg",NA,"",NA,NA,"","","",NA,""
"3223","Arthropoda","Insecta","Lepidoptera","Cossidae","Neocossus","Neocossus sp.","sp.","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000856,"kg",NA,NA,"","",NA,"0.856","g",0.00171028421744003,"W",NA,NA,"not specified","","measured at resting and active state",0.268,"(O2) cm3/h",NA,"23",1.99799558112153,"W/kg",NA,"",NA,NA,"","","",NA,""
"3224","Arthropoda","Insecta","Lepidoptera","Cossidae","Neocossus","Neocossus sp.","sp.","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001624,"kg",NA,NA,"","",NA,"1.624","g",0.0017804824502454,"W",NA,NA,"not specified","","measured at resting and active state",0.279,"(O2) cm3/h",NA,"23",1.09635618857476,"W/kg",NA,"",NA,NA,"","","",NA,""
"3225","Arthropoda","Insecta","Lepidoptera","Cossidae","Neocossus","Neocossus sp.","sp.","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001146,"kg",NA,NA,"","",NA,"1.146","g",0.00318444710635289,"W",NA,NA,"not specified","","measured at resting and active state",0.499,"(O2) cm3/h",NA,"23",2.7787496565034,"W/kg",NA,"",NA,NA,"","","",NA,""
"3226","Arthropoda","Insecta","Lepidoptera","Cossidae","Neocossus","Neocossus sp.","sp.","",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.001872,"kg",NA,NA,"","",NA,"1.872","g",0.0033312252294914,"W",NA,NA,"not specified","","measured at resting and active state",0.522,"(O2) cm3/h",NA,"23",1.7795006567796,"W/kg",NA,"",NA,NA,"","","",NA,""
"3227","Arthropoda","Insecta","Lepidoptera","Cossidae","Neocossus","Neocossus sp.","sp.","",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.002224,"kg",NA,NA,"","",NA,"2.224","g",0.00754311919781386,"W",NA,NA,"not specified","","measured at resting and active state",1.182,"(O2) cm3/h",NA,"23",3.39169028678681,"W/kg",NA,"",NA,NA,"","","",NA,""
"3228","Arthropoda","Insecta","Lepidoptera","Megalpygidae","Megalpyge","Megalpyge sp.","sp.","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000218,"kg",NA,NA,"","",NA,"0.218","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",NA,"",NA,NA,"","","",NA,""
"3229","Arthropoda","Insecta","Lepidoptera","Megalpygidae","Megalpyge","Megalpyge sp.","sp.","female",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000627,"kg",NA,NA,"","",NA,"0.627","g",0.00164646764216242,"W",NA,NA,"not specified","","measured at resting and active state",0.258,"(O2) cm3/h",NA,"23",2.62594520281087,"W/kg",NA,"",NA,NA,"","","",NA,""
"3230","Arthropoda","Insecta","Lepidoptera","Notodontidae","Lirimiris","Lirimiris sp.","sp.","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000564,"kg",NA,NA,"","",NA,"0.564","g",0.0018634439981063,"W",NA,NA,"not specified","","measured at resting and active state",0.292,"(O2) cm3/h",NA,"23",3.30397872004663,"W/kg",NA,"",NA,NA,"","","",NA,""
"3231","Arthropoda","Insecta","Lepidoptera","Notodontidae","Hapigia","Hapigia simplex","simplex","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000478,"kg",NA,NA,"","",NA,"0.478","g",0.00167199427227346,"W",NA,NA,"not specified","","measured at resting and active state",0.262,"(O2) cm3/h",NA,"23",3.49789596709929,"W/kg",NA,"",NA,NA,"","","",NA,""
"3232","Arthropoda","Insecta","Lepidoptera","Notodontidae","Apetaloides","Apetaloides firmiana","firmiana","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000169,"kg",NA,NA,"","",NA,"0.169","g",0.000874287081303299,"W",NA,NA,"not specified","","measured at resting and active state",0.137,"(O2) cm3/h",NA,"23",5.17329633907277,"W/kg",NA,"",NA,NA,"","","",NA,""
"3233","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Euglyphis","Euglyphis sp.","sp.","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",8.7e-05,"kg",NA,NA,"","",NA,"0.087","g",0.000433952711887769,"W",NA,NA,"not specified","","measured at resting and active state",0.068,"(O2) cm3/h",NA,"23",4.98796220560654,"W/kg",NA,"",NA,NA,"","","",NA,""
"3234","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Artace","Artace sp.","sp.","",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000119,"kg",NA,NA,"","",NA,"0.119","g",0.000268029616165975,"W",NA,NA,"not specified","","measured at resting and active state",0.042,"(O2) cm3/h",NA,"23",2.25234971568046,"W/kg",NA,"",NA,NA,"","","",NA,""
"3235","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Artace","Artace sp.","sp.","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000141,"kg",NA,NA,"","",NA,"0.141","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",NA,"",NA,NA,"","","",NA,""
"3236","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Artace","Artace sp.","sp.","male",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.000145,"kg",NA,NA,"","",NA,"0.145","g",0.000427571054360008,"W",NA,NA,"not specified","","measured at resting and active state",0.067,"(O2) cm3/h",NA,"23",2.94876589213798,"W/kg",NA,"",NA,NA,"","","",NA,""
"3237","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Artace","Artace sp.","sp.","",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",0.00014,"kg",NA,NA,"","",NA,"0.14","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",NA,"",NA,NA,"","","",NA,""
"3238","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Artace","Artace sp.","sp.","",1,"Bartholomew & Casey, 1978","1978","Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.",9.7e-05,"kg",NA,NA,"","",NA,"0.097","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",NA,"",NA,NA,"","","",NA,""
"3239","Arthropoda","Insecta","Hemiptera","Cicadidae","Diceroprocta","Diceroprocta apache","apache","",12,"Hadley, Quinlan, & Kennedy, 1991","1991","Hadley, N. F., Quinlan, M. C., & Kennedy, M. L. (1991). Evaporative Cooling in the Desert Cicada: Thermal Efficiency and Water/Metabolic Costs. Journal of Experimental Biology, 159(1), 269-283.",0.000622,"kg",NA,NA,"","",NA,"0.622","g",0.00153937146264311,"W",NA,NA,"not specified","this observation was for a subset of the individuals used in the mass observation","",0.63,"(O2) ml/g/h",0.946,"30",2.47487373415292,"W/kg",NA,"",NA,NA,"","","",NA,""
"3240","Arthropoda","Insecta","Blattodea","Blaberidae","Gromphadorhina","Gromphadorhina portentosa","portentosa","male",7,"Herreid, Full, & Prawel, 1981","1981","Herreid, C. F., Full, R. J., & Prawel, D. A. (1981). Energetics of Cockroach Locomotion. Journal of Experimental Biology, 94(1), 189-202.",0.00495,"kg",NA,NA,"","",NA,"4.95","g",0.005225,"W",NA,NA,"not specified","","",0.19,"(O2) ml/g/h",NA,"25",1.05555555555556,"W/kg",NA,"",NA,NA,"","","",NA,""
"3241","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus detritus","detritus","",33,"Lighton, 1990","1990","Lighton, J. R. (1990). Slow Discontinuous Ventilation in the Namib Dune-sea Ant Camponotus Detritus (Hymenoptera, Formicidae). Journal of Experimental Biology, 151(1), 71-82.",NA,"",NA,NA,"","",NA,"","",4.98162989966368e-05,"W",NA,NA,"standard metabolic rate","","",0.0105,"(CO2) ml /h",0.828,"30",NA,"",NA,"",NA,NA,"","","",NA,""
"3242","Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmica","Myrmica rubra","rubra","",32,"Jensen & Nielsen, 1975","1975","Jensen, T. F., & Nielsen, M. G. (1975). The influence of body size and temperature on worker ant respiration. Natura Jutlandica, 18, 21-25",9.2e-07,"kg",NA,NA,"","",NA,"0.92","mg",6.69555555555556e-06,"W",NA,NA,"not specified","","",1.31,"(O2) ul/mg/h",NA,"25",7.27777777777778,"W/kg",NA,"",NA,NA,"","","",NA,""
"3243","Arthropoda","Insecta","Hymenoptera","Formicidae","Tetramorium","Tetramorium caespitum","caespitum","",33,"Jensen & Nielsen, 1975","1975","Jensen, T. F., & Nielsen, M. G. (1975). The influence of body size and temperature on worker ant respiration. Natura Jutlandica, 18, 21-25",2.3e-07,"kg",NA,NA,"","",NA,"0.23","mg",2.38944444444445e-06,"W",NA,NA,"not specified","","",1.87,"(O2) ul/mg/h",NA,"25",10.3888888888889,"W/kg",NA,"",NA,NA,"","","",NA,""
"3244","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus herculeanus","herculeanus","",31,"Jensen & Nielsen, 1975","1975","Jensen, T. F., & Nielsen, M. G. (1975). The influence of body size and temperature on worker ant respiration. Natura Jutlandica, 18, 21-25",6.71e-06,"kg",NA,NA,"","",NA,"6.71","mg",7.53011111111111e-05,"W",NA,NA,"not specified","","",2.02,"(O2) ul/mg/h",NA,"25",11.2222222222222,"W/kg",NA,"",NA,NA,"","","",NA,""
"3245","Arthropoda","Insecta","Hymenoptera","Formicidae","Lasius","Lasius niger","niger","",42,"Jensen & Nielsen, 1975","1975","Jensen, T. F., & Nielsen, M. G. (1975). The influence of body size and temperature on worker ant respiration. Natura Jutlandica, 18, 21-25",5.8e-07,"kg",NA,NA,"","",NA,"0.58","mg",5.96111111111111e-06,"W",NA,NA,"not specified","","",1.85,"(O2) ul/mg/h",NA,"25",10.2777777777778,"W/kg",NA,"",NA,NA,"","","",NA,""
"3246","Arthropoda","Insecta","Hymenoptera","Formicidae","Lasius","Lasius alienus","alienus","",99,"Jensen & Nielsen, 1975","1975","Jensen, T. F., & Nielsen, M. G. (1975). The influence of body size and temperature on worker ant respiration. Natura Jutlandica, 18, 21-25",4.6e-07,"kg",NA,NA,"","",NA,"0.46","mg",6.00555555555556e-06,"W",NA,NA,"not specified","","",2.35,"(O2) ul/mg/h",NA,"25",13.0555555555556,"W/kg",NA,"",NA,NA,"","","",NA,""
"3247","Arthropoda","Insecta","Hymenoptera","Formicidae","Lasius","Lasius flavus","flavus","",32,"Jensen & Nielsen, 1975","1975","Jensen, T. F., & Nielsen, M. G. (1975). The influence of body size and temperature on worker ant respiration. Natura Jutlandica, 18, 21-25",8.6e-07,"kg",NA,NA,"","",NA,"0.86","mg",1.13233333333333e-05,"W",NA,NA,"not specified","","",2.37,"(O2) ul/mg/h",NA,"25",13.1666666666667,"W/kg",NA,"",NA,NA,"","","",NA,""
"3248","Arthropoda","Insecta","Hymenoptera","Formicidae","Formica","Formica exsecta","exsecta","",33,"Jensen & Nielsen, 1975","1975","Jensen, T. F., & Nielsen, M. G. (1975). The influence of body size and temperature on worker ant respiration. Natura Jutlandica, 18, 21-25",1.35e-06,"kg",NA,NA,"","",NA,"1.35","mg",2.1675e-05,"W",NA,NA,"not specified","","",2.89,"(O2) ul/mg/h",NA,"25",16.0555555555556,"W/kg",NA,"",NA,NA,"","","",NA,""
"3249","Arthropoda","Insecta","Hymenoptera","Formicidae","Formica","Formica pratensis","pratensis","",45,"Jensen & Nielsen, 1975","1975","Jensen, T. F., & Nielsen, M. G. (1975). The influence of body size and temperature on worker ant respiration. Natura Jutlandica, 18, 21-25",2.39e-06,"kg",NA,NA,"","",NA,"2.39","mg",3.09372222222222e-05,"W",NA,NA,"not specified","","",2.33,"(O2) ul/mg/h",NA,"25",12.9444444444444,"W/kg",NA,"",NA,NA,"","","",NA,""
"3250","Arthropoda","Insecta","Hymenoptera","Formicidae","Formica","Formica fusca","fusca","",32,"Jensen & Nielsen, 1975","1975","Jensen, T. F., & Nielsen, M. G. (1975). The influence of body size and temperature on worker ant respiration. Natura Jutlandica, 18, 21-25",1.47e-06,"kg",NA,NA,"","",NA,"1.47","mg",9.555e-06,"W",NA,NA,"not specified","","",1.17,"(O2) ul/mg/h",NA,"25",6.5,"W/kg",NA,"",NA,NA,"","","",NA,""
"3251","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila nikkananu","nikkananu","female",11,"Lehmann, Dickinson, & Staunton, 2000","2000","Lehmann, F. O., Dickinson, M. H., & Staunton, J. (2000). The scaling of carbon dioxide release and respiratory water loss in flying fruit flies (Drosophila spp.). Journal of Experimental Biology, 203(10), 1613-1624.",4.9e-07,"kg",NA,NA,"","",NA,"0.49","mg",1.07659644311771e-05,"W",NA,NA,"resting metabolic rate","","",3.69,"(CO2) ml/g/h",1,"24",21.971355981994,"W/kg",NA,"",NA,NA,"","","",NA,""
"3252","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","melanogaster","female",27,"Lehmann, Dickinson, & Staunton, 2000","2000","Lehmann, F. O., Dickinson, M. H., & Staunton, J. (2000). The scaling of carbon dioxide release and respiratory water loss in flying fruit flies (Drosophila spp.). Journal of Experimental Biology, 203(10), 1613-1624.",9.5e-07,"kg",NA,NA,"","",NA,"0.95","mg",2.43233033025598e-05,"W",NA,NA,"resting metabolic rate","","",4.3,"(CO2) ml/g/h",1,"24",25.6034771605892,"W/kg",NA,"",NA,NA,"","","",NA,""
"3253","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila virilis","virilis","female",10,"Lehmann, Dickinson, & Staunton, 2000","2000","Lehmann, F. O., Dickinson, M. H., & Staunton, J. (2000). The scaling of carbon dioxide release and respiratory water loss in flying fruit flies (Drosophila spp.). Journal of Experimental Biology, 203(10), 1613-1624.",1.67e-06,"kg",NA,NA,"","",NA,"1.67","mg",3.34107514054647e-05,"W",NA,NA,"resting metabolic rate","","",3.36,"(CO2) ml/g/h",1,"24",20.0064379673441,"W/kg",NA,"",NA,NA,"","","",NA,""
"3254","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila mimica","mimica","female",14,"Lehmann, Dickinson, & Staunton, 2000","2000","Lehmann, F. O., Dickinson, M. H., & Staunton, J. (2000). The scaling of carbon dioxide release and respiratory water loss in flying fruit flies (Drosophila spp.). Journal of Experimental Biology, 203(10), 1613-1624.",2.44e-06,"kg",NA,NA,"","",NA,"2.44","mg",3.3415514843076e-05,"W",NA,NA,"resting metabolic rate","","",2.3,"(CO2) ml/g/h",1,"24",13.6948831324082,"W/kg",NA,"",NA,NA,"","","",NA,""
"3255","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus vicinus","vicinus","female",8,"Lighton & Garrigan, 1995","1995","Lighton, J., & Garrigan, D. (1995). Ant breathing: testing regulation and mechanism hypotheses with hypoxia. Journal of Experimental Biology, 198(7), 1613-1620.",0.0001074,"kg",NA,NA,"","",NA,"107.4","mg",0.000145488584474886,"W",NA,NA,"standard metabolic rate","","",0.178,"(CO2) ml/g/h",0.73,"25",1.35464231354642,"W/kg",NA,"",NA,NA,"","","",NA,""
"3256","Arthropoda","Insecta","Hymenoptera","Apidae","Apis","Apis mellifera","mellifera","female",10,"Lighton & Lovegrove, 1990","1990","Lighton, J. R. B., & Lovegrove, B. G. (1990). A Temperature-Induced Switch From Diffusive to Convective Ventilation in the Honeybee. Journal of Experimental Biology, 154(1), 509-516.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",4.55333333333333,"W/kg",NA,"",NA,NA,"","","",NA,""
"3257","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Onymacris","Onymacris unguicularis","unguicularis","",6,"Louw, Nicolson, & Seely, 1986","1986","Louw, G. N., Nicolson, S. W., & Seely, M. K. (1986). Respiration beneath desert sand: carbon dioxide diffusion and respiratory patterns in a tenebrionid beetle. Journal of Experimental Biology, 120(1), 443-446.",0.000737,"kg",NA,NA,"","",NA,"0.737","g",0.000180155555555556,"W",NA,NA,"resting metabolic rate","","",44,"(O2) ul/g/h",NA,"25",0.244444444444445,"W/kg",NA,"",NA,NA,"","","",NA,""
"3258","Arthropoda","Insecta","Odonata","Aeschnidae","Anax","Anax junius","junius","both",7,"(May, 1979)","1979","May, M. L. (1979). Energy metabolism of dragonflies (Odonata: Anisoptera) at rest and during endothermic warm-up. Journal of Experimental Biology, 83(1), 79-94.",0.001019,"kg",NA,NA,"","",NA,"1.019","g",0.00408550584685561,"W",NA,NA,"resting metabolic rate","","",1.04,"(O2) ml/h",1,"30",4.00932860339118,"W/kg",NA,"",NA,NA,"","","",NA,""
"3259","Arthropoda","Insecta","Odonata","Libellulidae","Brachymesia","Brachymesia gravida","gravida","both",8,"(May, 1979)","1979","May, M. L. (1979). Energy metabolism of dragonflies (Odonata: Anisoptera) at rest and during endothermic warm-up. Journal of Experimental Biology, 83(1), 79-94.",0.000344,"kg",NA,NA,"","",NA,"0.344","g",0.00153206469257085,"W",NA,NA,"resting metabolic rate","","",0.39,"(O2) ml/h",1,"30",4.45367643189202,"W/kg",NA,"",NA,NA,"","","",NA,""
"3260","Arthropoda","Insecta","Odonata","Libellulidae","Erythemis","Erythemis simplicicollis","simplicicollis","both",8,"(May, 1979)","1979","May, M. L. (1979). Energy metabolism of dragonflies (Odonata: Anisoptera) at rest and during endothermic warm-up. Journal of Experimental Biology, 83(1), 79-94.",0.000263,"kg",NA,NA,"","",NA,"0.263","g",0.000864241621450225,"W",NA,NA,"resting metabolic rate","","",0.22,"(O2) ml/h",1,"30",3.28608981540009,"W/kg",NA,"",NA,NA,"","","",NA,""
"3261","Arthropoda","Insecta","Odonata","Libellulidae","Erythrodiplax","Erythrodiplax berenice","berenice","both",8,"(May, 1979)","1979","May, M. L. (1979). Energy metabolism of dragonflies (Odonata: Anisoptera) at rest and during endothermic warm-up. Journal of Experimental Biology, 83(1), 79-94.",0.000125,"kg",NA,NA,"","",NA,"0.125","g",0.000432120810725112,"W",NA,NA,"resting metabolic rate","","",0.11,"(O2) ml/h",1,"30",3.4569664858009,"W/kg",NA,"",NA,NA,"","","",NA,""
